1/21/2020	2814.07
1/22/2020	2814.85
1/23/2020	2870.48
1/24/2020	2873.14
1/27/2020	2859.66
1/28/2020	2814.84
1/29/2020	2812.43
1/30/2020	2786.19
1/31/2020	2713.87
2/3/2020	2689.83981
2/4/2020	2723.710468
2/5/2020	2771.179139
2/6/2020	2829.091293
2/7/2020	2829.351344
2/10/2020	2800.57994
2/11/2020	2803.798538
2/12/2020	2782.579911
2/13/2020	2790.125149
2/14/2020	2744.476834
2/17/2020	2761.380128
2/18/2020	2759.887663
2/19/2020	2788.4
2/20/2020	2794.45
2/21/2020	2778.16
2/24/2020	2709.43
2/26/2020	2604.79
2/27/2020	2626.65
2/28/2020	2558.82
3/2/2020	2544.26
3/3/2020	2563.09
3/4/2020	2592.04
3/5/2020	2598.65
3/6/2020	2555.47
3/9/2020	2383.44
3/10/2020	2387.09
3/11/2020	2400.27
3/12/2020	2167.17
3/13/2020	2188.96
3/16/2020	2018.3
3/19/2020	1757.84
3/20/2020	1816.9
3/23/2020	1803.44
3/24/2020	1815.19
3/25/2020	1911.57
3/26/2020	2053.7
3/27/2020	2002.39
3/30/2020	1950.89
3/31/2020	2025.76
4/1/2020	2058.99
4/2/2020	2033.78
4/3/2020	2035.56
