Date	NAVPS	Year To Date Return(%)	Change from Previous Day (%)
2000-05-19	0.8809	0	0
2000-05-22	0.8549	-2.95	-2.95
2000-05-23	0.8501	-3.5	-0.56
2000-05-24	0.855	-2.94	0.58
2000-05-25	0.8578	-2.62	0.33
2000-05-26	0.8579	-2.61	0.01
2000-05-29	0.8776	-0.37	2.3
2000-05-30	0.8761	-0.54	-0.17
2000-05-31	0.8798	-0.12	0.42
2000-06-01	0.8776	-0.37	-0.25
2000-06-02	0.8956	1.67	2.05
2000-06-05	0.912	3.53	1.83
2000-06-06	0.9172	4.12	0.57
2000-06-07	0.9015	2.34	-1.71
2000-06-08	0.9075	3.02	0.67
2000-06-09	0.9014	2.33	-0.67
2000-06-13	0.9006	2.24	-0.09
2000-06-14	0.9023	2.43	0.19
2000-06-15	0.9177	4.18	1.71
2000-06-16	0.9207	4.52	0.33
2000-06-19	0.918	4.21	-0.29
2000-06-20	0.9182	4.23	0.02
2000-06-21	0.9158	3.96	-0.26
2000-06-22	0.9128	3.62	-0.33
2000-06-23	0.912	3.53	-0.09
2000-06-26	0.9094	3.24	-0.29
2000-06-27	0.9089	3.18	-0.05
2000-06-28	0.9066	2.92	-0.25
2000-06-29	0.9075	3.02	0.1
2000-06-30	0.9086	3.14	0.12
2000-07-03	0.9101	3.31	0.17
2000-07-04	0.9117	3.5	0.18
2000-07-05	0.913	3.64	0.14
2000-07-06	0.9136	3.71	0.07
2000-07-07	0.9162	4.01	0.28
2000-07-10	0.9192	4.35	0.33
2000-07-11	0.9206	4.51	0.15
2000-07-12	0.9257	5.09	0.55
2000-07-13	0.9286	5.41	0.31
2000-07-14	0.9252	5.03	-0.37
2000-07-17	0.9232	4.8	-0.22
2000-07-18	0.9145	3.81	-0.94
2000-07-19	0.911	3.42	-0.38
2000-07-20	0.9007	2.25	-1.13
2000-07-21	0.8959	1.7	-0.53
2000-07-24	0.8942	1.51	-0.19
2000-07-25	0.8942	1.51	0
2000-07-26	0.8924	1.31	-0.2
2000-07-27	0.882	0.12	-1.17
2000-07-28	0.886	0.58	0.45
2000-07-31	0.8789	-0.23	-0.8
2000-08-01	0.8765	-0.5	-0.27
2000-08-02	0.8771	-0.43	0.07
2000-08-03	0.8856	0.53	0.97
2000-08-04	0.8921	1.27	0.73
2000-08-07	0.8931	1.38	0.11
2000-08-08	0.8885	0.86	-0.52
2000-08-09	0.8919	1.25	0.38
2000-08-10	0.8948	1.58	0.33
2000-08-11	0.898	1.94	0.36
2000-08-14	0.8951	1.61	-0.32
2000-08-15	0.8964	1.76	0.15
2000-08-16	0.8962	1.74	-0.02
2000-08-17	0.9037	2.59	0.84
2000-08-18	0.906	2.85	0.25
2000-08-21	0.902	2.4	-0.44
2000-08-22	0.9046	2.69	0.29
2000-08-23	0.9027	2.47	-0.21
2000-08-24	0.9023	2.43	-0.04
2000-08-25	0.9027	2.47	0.04
2000-08-28	0.9088	3.17	0.68
2000-08-29	0.9114	3.46	0.29
2000-08-30	0.9143	3.79	0.32
2000-08-31	0.917	4.1	0.3
2000-09-01	0.914	3.76	-0.33
2000-09-04	0.9139	3.75	-0.01
2000-09-05	0.9161	4	0.24
2000-09-06	0.9132	3.67	-0.32
2000-09-07	0.9103	3.34	-0.32
2000-09-08	0.9108	3.39	0.05
2000-09-11	0.9038	2.6	-0.77
2000-09-12	0.9021	2.41	-0.19
2000-09-13	0.8993	2.09	-0.31
2000-09-14	0.8872	0.72	-1.35
2000-09-15	0.8886	0.87	0.16
2000-09-18	0.8847	0.43	-0.44
2000-09-19	0.8787	-0.25	-0.68
2000-09-20	0.881	0.01	0.26
2000-09-21	0.877	-0.44	-0.45
2000-09-22	0.8751	-0.66	-0.22
2000-09-25	0.8769	-0.45	0.21
2000-09-26	0.8764	-0.51	-0.06
2000-09-27	0.881	0.01	0.52
2000-09-28	0.8819	0.11	0.1
2000-09-29	0.8792	-0.19	-0.31
2000-10-02	0.8744	-0.74	-0.55
2000-10-03	0.8637	-1.95	-1.22
2000-10-04	0.8561	-2.82	-0.88
2000-10-05	0.8617	-2.18	0.65
2000-10-06	0.8612	-2.24	-0.06
2000-10-09	0.8525	-3.22	-1.01
2000-10-10	0.84	-4.64	-1.47
2000-10-11	0.8384	-4.82	-0.19
2000-10-12	0.8365	-5.04	-0.23
2000-10-13	0.08378		
2000-10-16	0.8301	-5.77	-0.92
2000-10-17	0.8211	-6.79	-1.08
2000-10-18	0.8185	-7.08	-0.32
2000-10-19	0.8146	-7.53	-0.48
2000-10-20	0.8158	-7.39	0.15
2000-10-23	0.819	-7.03	0.39
2000-10-24	0.8248	-6.37	0.71
2000-10-25	0.8293	-5.86	0.55
2000-10-26	0.8295	-5.83	0.02
2000-10-27	0.8267	-6.15	-0.34
2000-10-30	0.8259	-6.24	-0.1
2000-10-31	0.8269	-6.13	0.12
2000-11-06	0.8783	-0.3	6.22
2000-11-07	0.8863	0.61	0.91
2000-11-08	0.8756	-0.6	-1.21
2000-11-09	0.8804	-0.06	0.55
2000-11-10	0.8864	0.62	0.68
2000-11-13	0.8769	-0.45	-1.07
2000-11-14	0.8794	-0.17	0.29
2000-11-15	0.8784	-0.28	-0.11
2000-11-16	0.8788	-0.24	0.05
2000-11-17	0.8798	-0.12	0.11
2000-11-20	0.8802	-0.08	0.05
2000-11-21	0.8739	-0.79	-0.72
2000-11-22	0.8775	-0.39	0.41
2000-11-23	0.8756	-0.6	-0.22
2000-11-24	0.8751	-0.66	-0.06
2000-11-27	0.8738	-0.81	-0.15
2000-11-28	0.8694	-1.31	-0.5
2000-11-29	0.866	-1.69	-0.39
2000-12-01	0.8615	-2.2	-0.52
2000-12-04	0.861	-2.26	-0.06
2000-12-05	0.8621	-2.13	0.13
2000-12-06	0.8661	-1.68	0.46
2000-12-07	0.8659	-1.7	-0.02
2000-12-08	0.8684	-1.42	0.29
2000-12-11	0.8683	-1.43	-0.01
2000-12-12	0.8691	-1.34	0.09
2000-12-13	0.8667	-1.61	-0.28
2000-12-14	0.8689	-1.36	0.25
2000-12-15	0.8688	-1.37	-0.01
2000-12-18	0.8709	-1.14	0.24
2000-12-19	0.8737	-0.82	0.32
2000-12-20	0.8813	0.05	0.87
2000-12-21	0.8755	-0.61	-0.66
2000-12-22	0.8772	-0.42	0.19
2000-12-26	0.8874	0.74	1.16
2000-12-27	0.889	0.92	0.18
2000-12-28	0.8931	1.38	0.46
2000-12-29	0.8939	1.48	0.09
2000-12-31	0.8945	1.54	0.07
2001-01-02	0.8822	-1.38	-1.38
2001-01-03	0.8829	-1.3	0.08
2001-01-04	0.8899	-0.51	0.79
2001-01-05	0.8895	-0.56	-0.04
2001-01-08	0.8936	-0.1	0.46
2001-01-09	0.9047	1.14	1.24
2001-01-10	0.9062	1.31	0.17
2001-01-11	0.902	0.84	-0.46
2001-01-12	0.9106	1.8	0.95
2001-01-15	0.9163	2.44	0.63
2001-01-16	0.9099	1.72	-0.7
2001-01-17	0.8851	-1.05	-2.73
2001-01-18	0.8819	-1.41	-0.36
2001-01-19	0.8861	-0.94	0.48
2001-01-22	0.9506	6.27	7.28
2001-01-23	0.939	4.97	-1.22
2001-01-24	0.9423	5.34	0.35
2001-01-25	0.947	5.87	0.5
2001-01-26	0.9551	6.77	0.86
2001-01-29	0.9477	5.95	-0.77
2001-01-30	0.9379	4.85	-1.03
2001-01-31	0.9454	5.69	0.8
2001-02-01	0.9367	4.72	-0.92
2001-02-02	0.9365	4.7	-0.02
2001-02-05	0.9281	3.76	-0.9
2001-02-06	0.9338	4.39	0.61
2001-02-07	0.9345	4.47	0.07
2001-02-08	0.9447	5.61	1.09
2001-02-09	0.9493	6.13	0.49
2001-02-12	0.9584	7.14	0.96
2001-02-13	0.9479	5.97	-1.1
2001-02-14	0.9462	5.78	-0.18
2001-02-15	0.9443	5.57	-0.2
2001-02-16	0.9442	5.56	-0.01
2001-02-19	0.9384	4.91	-0.61
2001-02-20	0.9327	4.27	-0.61
2001-02-21	0.9289	3.85	-0.41
2001-02-22	0.9236	3.25	-0.57
2001-02-23	0.9264	3.57	0.3
2001-02-26	0.9221	3.09	-0.46
2001-02-27	0.9174	2.56	-0.51
2001-02-28	0.9082	1.53	-1
2001-03-01	0.8876	-0.77	-2.27
2001-03-02	0.901	0.73	1.51
2001-03-05	0.9087	1.59	0.85
2001-03-06	0.9074	1.44	-0.14
2001-03-07	0.9032	0.97	-0.46
2001-03-08	0.8966	0.23	-0.73
2001-03-09	0.8956	0.12	-0.11
2001-03-12	0.8867	-0.87	-0.99
2001-03-13	0.8688	-2.87	-2.02
2001-03-14	0.8674	-3.03	-0.16
2001-03-15	0.8547	-4.45	-1.46
2001-03-16	0.8581	-4.07	0.4
2001-03-19	0.8601	-3.85	0.23
2001-03-20	0.8536	-4.57	-0.76
2001-03-21	0.8451	-5.52	-1
2001-03-22	0.8428	-5.78	-0.27
2001-03-23	0.827	-7.55	-1.87
2001-03-26	0.8343	-6.73	0.88
2001-03-27	0.8336	-6.81	-0.08
2001-03-28	0.8369	-6.44	0.4
2001-03-29	0.8289	-7.33	-0.96
2001-03-30	0.8346	-6.7	0.69
2001-04-02	0.83	-7.21	-0.55
2001-04-03	0.8373	-6.39	0.88
2001-04-04	0.8384	-6.27	0.13
2001-04-05	0.8434	-5.71	0.6
2001-04-06	0.8503	-4.94	0.82
2001-04-10	0.8476	-5.24	-0.32
2001-04-11	0.8397	-6.13	-0.93
2001-04-16	0.8437	-5.68	0.48
2001-04-17	0.8339	-6.77	-1.16
2001-04-18	0.8326	-6.92	-0.16
2001-04-19	0.8322	-6.96	-0.05
2001-04-20	0.8328	-6.9	0.07
2001-04-23	0.84	-6.09	0.86
2001-04-24	0.8426	-5.8	0.31
2001-04-25	0.8533	-4.61	1.27
2001-04-26	0.84	-6.09	-1.56
2001-04-27	0.8331	-6.86	-0.82
2001-04-30	0.814	-9	-2.29
2001-05-02	0.8417	-5.9	3.4
2001-05-03	0.8394	-6.16	-0.27
2001-05-04	0.8443	-5.61	0.58
2001-05-07	0.8389	-6.22	-0.64
2001-05-08	0.837	-6.43	-0.23
2001-05-09	0.8423	-5.84	0.63
2001-05-10	0.8422	-5.85	-0.01
2001-05-11	0.8608	-3.77	2.21
2001-05-15	0.8506	-4.91	-1.18
2001-05-16	0.8529	-4.65	0.27
2001-05-17	0.8493	-5.05	-0.42
2001-05-18	0.8463	-5.39	-0.35
2001-05-21	0.8462	-5.4	-0.01
2001-05-22	0.8456	-5.47	-0.07
2001-05-23	0.8449	-5.54	-0.08
2001-05-24	0.8386	-6.25	-0.75
2001-05-25	0.8286	-7.37	-1.19
2001-05-28	0.8218	-8.13	-0.82
2001-05-29	0.8059	-9.9	-1.93
2001-05-30	0.8216	-8.15	1.95
2001-05-31	0.8143	-8.97	-0.89
2001-06-01	0.8196	-8.37	0.65
2001-06-04	0.8182	-8.53	-0.17
2001-06-05	0.8097	-9.48	-1.04
2001-06-06	0.8076	-9.71	-0.26
2001-06-07	0.8158	-8.8	1.02
2001-06-08	0.8178	-8.57	0.25
2001-06-11	0.8178	-8.57	0
2001-06-13	0.8417	-5.9	1.24
2001-06-14	0.847	-5.31	0.63
2001-06-15	0.8497	-5.01	0.32
2001-06-18	0.8466	-5.35	-0.36
2001-06-19	0.8377	-6.35	-1.05
2001-06-20	0.8371	-6.42	-0.07
2001-06-21	0.8373	-6.39	0.02
2001-06-22	0.8351	-6.64	-0.26
2001-06-25	0.8293	-7.29	-0.69
2001-06-26	0.8281	-7.42	-0.14
2001-06-27	0.8253	-7.74	-0.34
2001-06-28	0.8255	-7.71	0.02
2001-06-29	0.8227	-8.03	-0.34
2001-06-30	0.8234	-7.95	0.09
2001-07-02	0.8159	-8.79	-0.91
2001-07-03	0.814	-9	-0.23
2001-07-04	0.8127	-9.14	-0.16
2001-07-05	0.8207	-8.25	0.98
2001-07-06	0.8164	-8.73	-0.52
2001-07-09	0.8199	-8.34	0.43
2001-07-10	0.8166	-8.71	-0.4
2001-07-11	0.8138	-9.02	-0.34
2001-07-12	0.8184	-8.51	0.57
2001-07-13	0.8162	-8.75	-0.27
2001-07-16	0.8168	-8.69	0.07
2001-07-17	0.8103	-9.41	-0.8
2001-07-18	0.8233	-7.96	1.6
2001-07-19	0.8173	-8.63	-0.73
2001-07-20	0.8147	-8.92	-0.32
2001-07-23	0.8136	-9.04	-0.14
2001-07-24	0.8114	-9.29	-0.27
2001-07-25	0.8102	-9.42	-0.15
2001-07-26	0.8086	-9.6	-0.2
2001-07-27	0.8087	-9.59	0.01
2001-07-30	0.8015	-10.4	-0.89
2001-07-31	0.8064	-9.85	0.61
2001-08-01	0.7936	-11.28	-1.59
2001-08-02	0.7956	-11.06	0.25
2001-08-03	0.79	-11.68	-0.7
2001-08-06	0.7924	-11.41	0.3
2001-08-07	0.7892	-11.77	-0.4
2001-08-08	0.7788	-12.93	-1.32
2001-08-09	0.7647	-14.51	-1.81
2001-08-10	0.7705	-13.86	0.76
2001-08-13	0.7771	-13.12	0.86
2001-08-14	0.7764	-13.2	-0.09
2001-08-15	0.7858	-12.15	1.21
2001-08-16	0.7824	-12.53	-0.43
2001-08-17	0.7764	-13.2	-0.77
2001-08-20	0.7791	-12.9	0.35
2001-08-21	0.7768	-13.16	-0.3
2001-08-22	0.7723	-13.66	-0.58
2001-08-23	0.7641	-14.58	-1.06
2001-08-24	0.7674	-14.21	0.43
2001-08-27	0.7681	-14.13	0.09
2001-08-28	0.7661	-14.35	-0.26
2001-08-29	0.7598	-15.06	-0.82
2001-08-30	0.7586	-15.19	-0.16
2001-08-31	0.7601	-15.03	0.2
2001-09-03	0.7547	-15.63	-0.71
2001-09-04	0.7544	-15.66	-0.04
2001-09-05	0.7545	-15.65	0.01
2001-09-06	0.7676	-14.19	1.74
2001-09-07	0.7737	-13.5	0.79
2001-09-10	0.7748	-13.38	0.14
2001-09-11	0.7723	-13.66	-0.32
2001-09-12	0.747	-16.49	-3.28
2001-09-13	0.7486	-16.31	0.21
2001-09-14	0.7456	-16.65	-0.4
2001-09-17	0.7183	-19.7	-3.66
2001-09-18	0.7315	-18.22	1.84
2001-09-19	0.7216	-19.33	-1.35
2001-09-20	0.7168	-19.87	-0.67
2001-09-21	0.7095	-20.68	-1.02
2001-09-24	0.7017	-21.55	-1.1
2001-09-25	0.7099	-20.64	1.17
2001-09-26	0.7	-21.74	-1.39
2001-09-27	0.7001	-21.73	0.01
2001-09-28	0.6938	-22.44	-0.9
2001-09-30	0.6938	-22.44	0
2001-10-01	0.6923	-22.6	-0.22
2001-10-02	0.683	-23.64	-1.34
2001-10-03	0.6771	-24.3	-0.86
2001-10-04	0.6794	-24.05	0.34
2001-10-05	0.6768	-24.34	-0.38
2001-10-08	0.6613	-26.07	-2.29
2001-10-09	0.6525	-27.05	-1.33
2001-10-10	0.6341	-29.11	-2.82
2001-10-11	0.6341	-29.11	0
2001-10-12	0.6477	-27.59	2.14
2001-10-15	0.6586	-26.37	1.68
2001-10-16	0.6573	-26.52	-0.2
2001-10-17	0.6619	-26	0.7
2001-10-18	0.6535	-26.94	-1.27
2001-10-19	0.6494	-27.4	-0.63
2001-10-22	0.6422	-28.21	-1.11
2001-10-23	0.6376	-28.72	-0.72
2001-10-24	0.6337	-29.16	-0.61
2001-10-25	0.6389	-28.57	0.82
2001-10-26	0.6445	-27.95	0.88
2001-10-29	0.6403	-28.42	-0.65
2001-10-30	0.6411	-28.33	0.12
2001-10-31	0.6408	-28.36	-0.05
2001-11-05	0.6424	-28.18	0.25
2001-11-06	0.6393	-28.53	-0.48
2001-11-07	0.64	-28.45	0.11
2001-11-08	0.6429	-28.13	0.45
2001-11-09	0.6431	-28.11	0.03
2001-11-12	0.6409	-28.35	-0.34
2001-11-13	0.6398	-28.47	-0.17
2001-11-14	0.6429	-28.13	0.48
2001-11-15	0.6516	-27.15	1.35
2001-11-16	0.6603	-26.18	1.34
2001-11-19	0.6642	-25.75	0.59
2001-11-20	0.6567	-26.58	-1.13
2001-11-21	0.6615	-26.05	0.73
2001-11-22	0.6785	-24.15	2.57
2001-11-23	0.6893	-22.94	1.59
2001-11-26	0.6901	-22.85	0.12
2001-11-27	0.7	-21.74	1.43
2001-11-28	0.7024	-21.48	0.34
2001-11-29	0.7062	-21.05	0.54
2001-12-03	0.6948	-22.33	-1.61
2001-12-04	0.6906	-22.79	-0.6
2001-12-05	0.702	-21.52	1.65
2001-12-06	0.7071	-20.95	0.73
2001-12-07	0.7063	-21.04	-0.11
2001-12-10	0.7013	-21.6	-0.71
2001-12-11	0.6996	-21.79	-0.24
2001-12-12	0.6956	-22.24	-0.57
2001-12-13	0.6956	-22.24	0
2001-12-14	0.7048	-21.21	1.32
2001-12-18	0.7039	-21.31	-0.13
2001-12-19	0.7057	-21.11	0.26
2001-12-20	0.7097	-20.66	0.57
2001-12-21	0.7099	-20.64	0.03
2001-12-26	0.7115	-20.46	0.23
2001-12-27	0.7127	-20.32	0.17
2001-12-28	0.7163	-19.92	0.51
2001-12-31	0.7173	-19.81	0.14
2002-01-02	0.7143	-0.42	-0.42
2002-01-03	0.7171	-0.03	0.39
2002-01-04	0.7237	0.89	0.92
2002-01-07	0.7252	1.1	0.21
2002-01-08	0.7233	0.84	-0.26
2002-01-09	0.723	0.79	-0.04
2002-01-10	0.725	1.07	0.28
2002-01-11	0.7262	1.24	0.17
2002-01-14	0.7267	1.31	0.07
2002-01-15	0.7237	0.89	-0.41
2002-01-16	0.7286	1.58	0.68
2002-01-17	0.7369	2.73	1.14
2002-01-18	0.7559	5.38	2.58
2002-01-21	0.7725	7.7	2.2
2002-01-22	0.7645	6.58	-1.04
2002-01-23	0.782	9.02	2.29
2002-01-24	0.7911	10.29	1.16
2002-01-25	0.7897	10.09	-0.18
2002-01-28	0.7808	8.85	-1.13
2002-01-29	0.7751	8.06	-0.73
2002-01-30	0.7747	8	-0.05
2002-01-31	0.7957	10.93	2.71
2002-02-01	0.8057	12.32	1.26
2002-02-04	0.8027	11.91	-0.37
2002-02-05	0.7978	11.22	-0.61
2002-02-06	0.7954	10.89	-0.3
2002-02-07	0.7829	9.15	-1.57
2002-02-08	0.7852	9.47	0.29
2002-02-11	0.795	10.83	1.25
2002-02-12	0.8034	12	1.06
2002-02-13	0.8064	12.42	0.37
2002-02-14	0.8157	13.72	1.15
2002-02-15	0.8199	14.3	0.51
2002-02-18	0.8304	15.77	1.28
2002-02-19	0.8445	17.73	1.7
2002-02-20	0.8368	16.66	-0.91
2002-02-21	0.8321	16	-0.56
2002-02-22	0.809	12.78	-2.78
2002-02-26	0.8094	12.84	0.05
2002-02-27	0.813	13.34	0.44
2002-02-28	0.8145	13.55	0.18
2002-03-01	0.8165	13.83	0.25
2002-03-04	0.8258	15.13	1.14
2002-03-05	0.8252	15.04	-0.07
2002-03-06	0.8204	14.37	-0.58
2002-03-07	0.8273	15.34	0.84
2002-03-08	0.8272	15.32	-0.01
2002-03-11	0.8161	13.77	-1.34
2002-03-12	0.8059	12.35	-1.25
2002-03-13	0.8026	11.89	-0.41
2002-03-14	0.7946	10.78	-1
2002-03-15	0.8011	11.68	0.82
2002-03-18	0.8021	11.82	0.12
2002-03-19	0.8067	12.46	0.57
2002-03-20	0.8151	13.63	1.04
2002-03-21	0.8192	14.21	0.5
2002-03-22	0.8202	14.35	0.12
2002-03-25	0.8178	14.01	-0.29
2002-03-26	0.8145	13.55	-0.4
2002-03-27	0.8127	13.3	-0.22
2002-03-31	0.8127	13.3	0
2002-04-01	0.809	12.78	-0.46
2002-04-02	0.8217	14.55	1.57
2002-04-03	0.8199	14.3	-0.22
2002-04-04	0.823	14.74	0.38
2002-04-05	0.8265	15.22	0.43
2002-04-09	0.8205	14.39	-0.73
2002-04-10	0.8152	13.65	-0.65
2002-04-11	0.8175	13.97	0.28
2002-04-12	0.8131	13.36	-0.54
2002-04-15	0.8087	12.74	-0.54
2002-04-16	0.8074	12.56	-0.16
2002-04-17	0.8134	13.4	0.74
2002-04-18	0.8125	13.27	-0.11
2002-04-19	0.8126	13.29	0.01
2002-04-22	0.7984	11.31	-1.75
2002-04-23	0.7962	11	-0.28
2002-04-24	0.7888	9.97	-0.93
2002-04-25	0.7762	8.21	-1.6
2002-04-26	0.7738	7.88	-0.31
2002-04-29	0.7696	7.29	-0.54
2002-04-30	0.7848	9.41	1.98
2002-05-02	0.7933	10.6	1.08
2002-05-03	0.7995	11.46	0.78
2002-05-06	0.7905	10.2	-1.13
2002-05-07	0.7837	9.26	-0.86
2002-05-08	0.7846	9.38	0.11
2002-05-09	0.7899	10.12	0.68
2002-05-10	0.7876	9.8	-0.29
2002-05-13	0.788	9.86	0.05
2002-05-14	0.7846	9.38	-0.43
2002-05-15	0.7902	10.16	0.71
2002-05-16	0.7889	9.98	-0.16
2002-05-17	0.7863	9.62	-0.33
2002-05-20	0.7836	9.24	-0.34
2002-05-21	0.7768	8.29	-0.87
2002-05-22	0.7731	7.78	-0.48
2002-05-23	0.775	8.04	0.25
2002-05-24	0.7799	8.73	0.63
2002-05-27	0.7797	8.7	-0.03
2002-05-28	0.7761	8.2	-0.46
2002-05-29	0.7747	8	-0.18
2002-05-30	0.7774	8.38	0.35
2002-05-31	0.771	7.49	-0.82
2002-06-03	0.7755	8.11	0.58
2002-06-04	0.7801	8.76	0.59
2002-06-05	0.7703	7.39	-1.26
2002-06-06	0.7666	6.87	-0.48
2002-06-07	0.753		
2002-06-10	0.7577	5.63	0.62
2002-06-11	0.7528	4.95	-0.65
2002-06-13	0.7491	4.43	-0.49
2002-06-14	0.7512	4.73	0.28
2002-06-17	0.7439	3.71	-0.97
2002-06-18	0.7416	3.39	-0.31
2002-06-19	0.7261	1.23	-2.09
2002-06-20	0.7246	1.02	-0.21
2002-06-21	0.724	0.93	-0.08
2002-06-24	0.7243	0.98	0.04
2002-06-25	0.7167	-0.08	-1.05
2002-06-26	0.7017	-2.17	-2.09
2002-06-27	0.699	-2.55	-0.38
2002-06-28	0.6993	-2.51	0.04
2002-06-30	0.6993	-2.51	0
2002-07-01	0.7175	0.03	2.6
2002-07-02	0.7148	-0.35	-0.38
2002-07-03	0.6915	-3.6	-3.26
2002-07-04	0.6885	-4.02	-0.43
2002-07-05	0.6804	-5.14	-1.18
2002-07-08	0.6817	-4.96	0.19
2002-07-09	0.6903	-3.76	1.26
2002-07-10	0.6973	-2.79	1.01
2002-07-11	0.6901	-3.79	-1.03
2002-07-12	0.7013	-2.23	1.62
2002-07-16	0.7048	-1.74	0.5
2002-07-17	0.6994	-2.5	-0.77
2002-07-18	0.6995	-2.48	0.01
2002-07-19	0.7051	-1.7	0.8
2002-07-22	0.7017	-2.17	-0.48
2002-07-23	0.7018	-2.16	0.01
2002-07-24	0.6972	-2.8	-0.66
2002-07-25	0.6939	-3.26	-0.47
2002-07-26	0.688	-4.08	-0.85
2002-07-29	0.6827	-4.82	-0.77
2002-07-30	0.6851	-4.49	0.35
2002-07-31	0.6855	-4.43	0.06
2002-08-01	0.6878	-4.11	0.34
2002-08-02	0.6849	-4.52	-0.42
2002-08-05	0.6831	-4.77	-0.26
2002-08-06	0.6679	-6.89	-2.23
2002-08-07	0.6711	-6.44	0.48
2002-08-08	0.6727	-6.22	0.24
2002-08-09	0.6773	-5.58	0.68
2002-08-12	0.6753	-5.86	-0.3
2002-08-13	0.6896	-3.86	2.12
2002-08-14	0.6932	-3.36	0.52
2002-08-15	0.6927	-3.43	-0.07
2002-08-16	0.6978	-2.72	0.74
2002-08-19	0.6948	-3.14	-0.43
2002-08-20	0.6909	-3.68	-0.56
2002-08-21	0.6789	-5.35	-1.74
2002-08-22	0.6731	-6.16	-0.85
2002-08-23	0.6683	-6.83	-0.71
2002-08-26	0.6706	-6.51	0.34
2002-08-27	0.6728	-6.2	0.33
2002-08-28	0.6773	-5.58	0.67
2002-08-29	0.6755	-5.83	-0.27
2002-08-30	0.6742	-6.01	-0.19
2002-08-31	0.6743	-5.99	0.01
2002-09-02	0.6718	-6.34	-0.37
2002-09-03	0.6719	-6.33	0.01
2002-09-04	0.6796	-5.26	1.15
2002-09-05	0.6815	-4.99	0.28
2002-09-06	0.6828	-4.81	0.19
2002-09-09	0.6884	-4.03	0.82
2002-09-10	0.6884	-4.03	0
2002-09-11	0.698	-2.69	1.39
2002-09-12	0.6946	-3.16	-0.49
2002-09-13	0.6997	-2.45	0.73
2002-09-16	0.7022	-2.11	0.36
2002-09-17	0.7031	-1.98	0.13
2002-09-18	0.6998	-2.44	-0.47
2002-09-19	0.7004	-2.36	0.09
2002-09-20	0.6977	-2.73	-0.39
2002-09-23	0.6956	-3.03	-0.3
2002-09-24	0.6876	-4.14	-1.15
2002-09-25	0.6894	-3.89	0.26
2002-09-26	0.6866	-4.28	-0.41
2002-09-27	0.6864	-4.31	-0.03
2002-09-30	0.6861	-4.35	-0.04
2002-10-01	0.6848	-4.53	-0.19
2002-10-02	0.6843	-4.6	-0.07
2002-10-03	0.6791	-5.33	-0.76
2002-10-04	0.6783	-5.44	-0.12
2002-10-07	0.6767	-5.66	-0.24
2002-10-08	0.6667	-7.05	-1.48
2002-10-09	0.6692	-6.71	0.37
2002-10-10	0.6601	-7.97	-1.36
2002-10-11	0.6649	-7.31	0.73
2002-10-14	0.6626	-7.63	-0.35
2002-10-15	0.6528	-8.99	-1.48
2002-10-16	0.6536	-8.88	0.12
2002-10-17	0.6503	-9.34	-0.5
2002-10-18	0.648	-9.66	-0.35
2002-10-21	0.6386	-10.97	-1.45
2002-10-22	0.6407	-10.68	0.33
2002-10-23	0.6374	-11.14	-0.52
2002-10-24	0.6447	-10.12	1.15
2002-10-25	0.647	-9.8	0.36
2002-10-28	0.6547	-8.73	1.19
2002-10-29	0.6538	-8.85	-0.14
2002-10-30	0.6546	-8.74	0.12
2002-10-31	0.6546	-8.74	0
2002-11-04	0.6562	-8.52	0.24
2002-11-05	0.6519	-9.12	-0.66
2002-11-06	0.6606	-7.9	1.33
2002-11-07	0.6714	-6.4	1.63
2002-11-08	0.667	-7.01	-0.66
2002-11-11	0.6616	-7.77	-0.81
2002-11-12	0.6578	-8.29	-0.57
2002-11-13	0.6598	-8.02	0.3
2002-11-14	0.6611	-7.83	0.2
2002-11-15	0.6595	-8.06	-0.24
2002-11-18	0.6476	-9.72	-1.8
2002-11-19	0.6429	-10.37	-0.73
2002-11-20	0.648	-9.66	0.79
2002-11-21	0.6463	-9.9	-0.26
2002-11-22	0.6585	-8.2	1.89
2002-11-25	0.659	-8.13	0.08
2002-11-26	0.656	-8.55	-0.46
2002-11-27	0.649	-9.52	-1.07
2002-11-28	0.6517	-9.15	0.42
2002-11-29	0.6536		
2002-12-02	0.6459	-9.95	-1.18
2002-12-03	0.6511	-9.23	0.81
2002-12-04	0.6481	-9.65	-0.46
2002-12-05	0.6456	-10	-0.39
2002-12-09	0.6434	-10.3	-0.34
2002-12-10	0.6362	-11.31	-1.12
2002-12-11	0.6367	-11.24	0.08
2002-12-12	0.6423	-10.46	0.88
2002-12-13	0.6444	-10.16	0.33
2002-12-16	0.639	-10.92	-0.84
2002-12-17	0.6366	-11.25	-0.38
2002-12-18	0.6383	-11.01	0.27
2002-12-19	0.6289	-12.32	-1.47
2002-12-20	0.6312		
2002-12-23	0.6349	-11.49	0.59
2002-12-26	0.6386	-10.97	0.58
2002-12-27	0.6397	-10.82	0.17
2002-12-31	0.6382	-11.03	-0.23
2003-01-02	0.6332	-0.78	-0.78
2003-01-03	0.6349	-0.52	0.27
2003-01-06	0.6369		
2003-01-07	0.6393	0.17	0.38
2003-01-08	0.6497	1.8	1.63
2003-01-09	0.6469	1.36	-0.43
2003-01-10	0.6585	3.18	1.79
2003-01-13	0.6565	2.87	-0.3
2003-01-14	0.6595	3.34	0.46
2003-01-15	0.666	4.36	0.99
