Date	NAVPS	Year To Date Return(%)	Change from Previous Day (%)
2018-08-14	5.0026	-11.83	-1.41
2018-08-15	5.0112	-11.68	0.17
2018-08-16	4.9955	-11.96	-0.31
2018-08-17	5.0396	-11.18	0.88
2018-08-20	4.9854	-12.14	-1.08
2018-08-22	5.0775	-10.51	1.85
2018-08-23	5.1932	-8.48	2.28
2018-08-24	5.1681	-8.92	-0.48
2018-08-28	5.22	-8	1
2018-08-29	5.2107	-8.17	-0.18
2018-08-30	5.2252	-7.91	0.28
2018-08-31	5.2267	-7.88	0.03
2018-09-03	5.2133	-8.12	-0.26
2018-09-04	5.2461	-7.54	0.63
2018-09-05	5.16	-9.06	-1.64
2018-09-06	5.0846	-10.39	-1.46
2018-09-07	5.0579	-10.86	-0.53
2018-09-10	5.0558	-10.9	-0.04
2018-09-11	5.0047	-11.8	-1.01
2018-09-12	4.959	-12.6	-0.91
2018-09-13	5.004	-11.81	0.91
2018-09-14	4.9349	-13.03	-1.38
2018-09-17	4.9347	-13.03	-0
2018-09-18	4.8506	-14.51	-1.7
2018-09-19	4.8075	-15.27	-0.89
2018-09-20	4.7503	-16.28	-1.19
2018-09-21	4.9142	-13.39	3.45
2018-09-24	4.9473	-12.81	0.67
2018-09-25	4.8798	-14	-1.36
2018-09-26	4.8372	-14.75	-0.87
2018-09-27	4.8718	-14.14	0.72
2018-09-28	4.8426	-14.65	-0.6
2018-10-01	4.8058	-15.3	-0.76
2018-10-02	4.7464	-16.35	-1.24
2018-10-03	4.7982	-15.44	1.09
2018-10-04	4.7203	-16.81	-1.62
2018-10-05	4.7101	-16.99	-0.22
2018-10-08	4.6916	-17.32	-0.39
2018-10-09	4.6976	-17.21	0.13
2018-10-10	4.6591	-17.89	-0.82
2018-10-11	4.5819	-19.25	-1.66
2018-10-12	4.6604	-17.87	1.71
2018-10-15	4.608	-18.79	-1.12
2018-10-16	4.6479	-18.09	0.87
2018-10-17	4.7223	-16.77	1.6
2018-10-18	4.7496	-16.29	0.58
2018-10-19	4.7562	-16.18	0.14
2018-10-22	4.8118	-15.2	1.17
2018-10-23	4.7862	-15.65	-0.53
2018-10-24	4.7408	-16.45	-0.95
2018-10-25	4.6332	-18.34	-2.27
2018-10-26	4.6975	-17.21	1.39
2018-10-29	4.7266	-16.7	0.62
2018-10-30	4.6642	-17.8	-1.32
2018-10-31	4.7462	-16.35	1.76
2018-11-05	4.7938	-15.51	1
2018-11-06	4.7716	-15.91	-0.46
2018-11-07	4.6751	-17.61	-2.02
2018-11-08	4.6761	-17.59	0.02
2018-11-09	4.632	-18.37	-0.94
2018-11-12	4.6035	-18.87	-0.62
2018-11-13	4.5491	-19.83	-1.18
2018-11-14	4.603	-18.88	1.18
2018-11-15	4.6222	-18.54	0.42
2018-11-16	4.7096	-17	1.89
2018-11-19	4.8319	-14.84	2.6
2018-11-20	4.8534	-14.46	0.44
2018-11-21	4.8294	-14.89	-0.49
2018-11-22	4.8312	-14.86	0.04
2018-11-23	4.8784	-14.02	0.98
2018-11-26	4.916	-13.36	0.77
2018-11-27	4.9255	-13.19	0.19
2018-11-28	4.9049	-13.56	-0.42
2018-11-29	4.897	-13.7	-0.16
2018-12-03	5.0059	-11.78	2.22
2018-12-04	5.119	-9.78	2.26
2018-12-05	5.0705	-10.64	-0.95
2018-12-06	5.0074	-11.75	-1.24
2018-12-07	4.9579	-12.62	-0.99
2018-12-10	4.8826	-13.95	-1.52
2018-12-11	4.9507	-12.75	1.39
2018-12-12	4.9751	-12.32	0.49
2018-12-13	4.9979	-11.92	0.46
2018-12-14	4.9987	-11.9	0.02
2018-12-17	4.9969	-11.93	-0.04
2018-12-18	4.9314	-13.09	-1.31
2018-12-19	5.0367	-11.23	2.14
2018-12-20	5.025	-11.44	-0.23
2018-12-21	4.9694	-12.42	-1.11
2018-12-26	4.9491	-12.78	-0.41
2018-12-27	4.9704	-12.4	0.43
2018-12-28	4.9588	-12.61	-0.23
2019-01-02	4.9738	0.3	0.3
2019-01-03	5.1031	2.91	2.6
2019-01-04	5.1562	3.98	1.04
2019-01-07	5.1734	4.33	0.33
2019-01-08	5.1165	3.18	-1.1
2019-01-09	5.2608	6.09	2.82
2019-01-10	5.3041	6.96	0.82
2019-01-11	5.2498	5.87	-1.02
2019-01-14	5.3289	7.46	1.51
2019-01-15	5.3216	7.32	-0.14
2019-01-16	5.2227	5.32	-1.86
2019-01-17	5.264	6.15	0.79
2019-01-18	5.3434	7.76	1.51
2019-01-21	5.3166	7.22	-0.5
2019-01-22	5.3172	7.23	0.01
2019-01-23	5.3044	6.97	-0.24
2019-01-24	5.3541	7.97	0.94
2019-01-25	5.3462	7.81	-0.15
2019-01-28	5.3462	7.81	0
2019-01-29	5.3439	7.77	-0.04
2019-01-30	5.2967	6.81	-0.88
2019-01-31	5.3148	7.18	0.34
2019-02-01	5.4054	9.01	1.7
2019-02-04	5.3552	7.99	-0.93
2019-02-06	5.3476	7.84	-0.14
2019-02-07	5.3752	8.4	0.52
2019-02-08	5.3555	8	-0.37
2019-02-11	5.349	7.87	-0.12
2019-02-12	5.3148	7.18	-0.64
2019-02-13	5.2545	5.96	-1.13
2019-02-14	5.3018	6.92	0.9
2019-02-15	5.2534	5.94	-0.91
2019-02-18	5.2542	5.96	0.02
2019-02-19	5.2038	4.94	-0.96
2019-02-20	5.2746	6.37	1.36
2019-02-21	5.2689	6.25	-0.11
2019-02-22	5.2897	6.67	0.39
2019-02-26	5.3088	7.06	0.36
2019-02-27	5.243	5.73	-1.24
2019-02-28	5.1215	3.28	-2.32
2019-03-01	5.0792	2.43	-0.83
2019-03-04	5.101	2.87	0.43
2019-03-05	5.0976	2.8	-0.07
2019-03-06	5.1968	4.8	1.95
2019-03-07	5.2373	5.62	0.78
2019-03-08	5.184	4.54	-1.02
2019-03-11	5.1272	3.4	-1.1
2019-03-12	5.1527	3.91	0.5
2019-03-13	5.1648	4.15	0.23
2019-03-14	5.1543	3.94	-0.2
2019-03-15	5.187	4.6	0.63
2019-03-18	5.2432	5.74	1.08
2019-03-19	5.2269	5.41	-0.31
2019-03-20	5.2365	5.6	0.18
2019-03-21	5.3001	6.88	1.21
2019-03-22	5.3387	7.66	0.73
2019-03-25	5.2386	5.64	-1.87
2019-03-26	5.2676	6.23	0.55
2019-03-27	5.237	5.61	-0.58
2019-03-28	5.2489	5.85	0.23
2019-03-29	5.2781	6.44	0.56
2019-04-01	5.2287	5.44	-0.94
2019-04-02	5.2552	5.98	0.51
2019-04-03	5.2656	6.19	0.2
2019-04-04	5.2396	5.66	-0.49
2019-04-05	5.252	5.91	0.24
2019-04-08	5.2796	6.47	0.53
2019-04-10	5.3407	7.7	1.16
2019-04-11	5.3057	7	-0.66
2019-04-12	5.2559	5.99	-0.94
2019-04-15	5.1939	4.74	-1.18
2019-04-16	5.2193	5.25	0.49
2019-04-17	5.2249	5.37	0.11
2019-04-22	5.2223	5.31	-0.05
2019-04-23	5.214	5.15	-0.16
2019-04-24	5.2429	5.73	0.55
2019-04-25	5.2741	6.36	0.6
2019-04-26	5.2566	6.01	-0.33
2019-04-29	5.2752	6.38	0.35
2019-04-30	5.3119	7.12	0.7
2019-05-02	5.344	7.77	0.6
2019-05-03	5.3259	7.4	-0.34
2019-05-06	5.2617	6.11	-1.21
2019-05-07	5.2936	6.75	0.61
2019-05-08	5.3041	6.96	0.2
2019-05-09	5.1903	4.67	-2.15
2019-05-10	5.1813	4.49	-0.17
2019-05-14	5.1172	3.19	-1.24
2019-05-15	5.0715	2.27	-0.89
2019-05-16	5.0041	0.91	-1.33
2019-05-17	5.076	2.36	1.44
2019-05-20	5.1269	3.39	1
2019-05-21	5.1675	4.21	0.79
2019-05-22	5.2292	5.45	1.19
2019-05-23	5.2218	5.3	-0.14
2019-05-24	5.1866	4.59	-0.67
2019-05-27	5.1715	4.29	-0.29
2019-05-28	5.1953	4.77	0.46
2019-05-29	5.2193	5.25	0.46
2019-05-30	5.2449	5.77	0.49
2019-05-31	5.3327	7.54	1.67
2019-06-03	5.4082	9.06	1.42
2019-06-04	5.3156	7.2	-1.71
2019-06-06	5.3257	7.4	0.19
2019-06-07	5.3415	7.72	0.3
2019-06-10	5.3818	8.53	0.75
2019-06-11	5.3721	8.33	-0.18
2019-06-13	5.3869	8.63	0.28
2019-06-14	5.3458	7.8	-0.76
2019-06-17	5.2932	6.74	-0.98
2019-06-18	5.3018	6.92	0.16
2019-06-19	5.3648	8.19	1.19
2019-06-20	5.3682	8.26	0.06
2019-06-21	5.3901	8.7	0.41
2019-06-24	5.3928	8.75	0.05
2019-06-25	5.3747	8.39	-0.34
2019-06-26	5.3627	8.15	-0.22
2019-06-27	5.392	8.74	0.55
2019-06-28	5.3531	7.95	-0.72
2019-07-01	5.382	8.53	0.54
2019-07-02	5.4164	9.23	0.64
2019-07-03	5.4156	9.21	-0.01
2019-07-04	5.3969	8.83	-0.35
2019-07-05	5.4321	9.54	0.65
2019-07-08	5.3869	8.63	-0.83
2019-07-09	5.3803	8.5	-0.12
2019-07-10	5.4041	8.98	0.44
2019-07-11	5.4547	10	0.94
2019-07-12	5.446	9.82	-0.16
2019-07-15	5.5947	12.82	2.73
2019-07-16	5.5268	11.45	-1.21
2019-07-17	5.5065	11.05	-0.37
2019-07-18	5.5227	11.37	0.29
2019-07-19	5.5306	11.53	0.14
2019-07-22	5.5145	11.21	-0.29
2019-07-23	5.5175	11.27	0.05
2019-07-24	5.4572	10.05	-1.09
2019-07-25	5.5326	11.57	1.38
2019-07-26	5.4735	10.38	-1.07
2019-07-29	5.476	10.43	0.05
2019-07-30	5.4504	9.91	-0.47
2019-07-31	5.3804	8.5	-1.28
2019-08-01	5.4152	9.2	0.65
2019-08-02	5.4362	9.63	0.39
2019-08-05	5.2756	6.39	-2.95
2019-08-06	5.1932	4.73	-1.56
2019-08-07	5.2934	6.75	1.93
2019-08-08	5.2911	6.7	-0.04
2019-08-09	5.2512	5.9	-0.75
2019-08-13	5.2058	4.98	-0.86
2019-08-14	5.2538	5.95	0.92
2019-08-15	5.2353	5.58	-0.35
2019-08-16	5.2145	5.16	-0.4
2019-08-19	5.3092	7.07	1.82
2019-08-20	5.2789	6.46	-0.57
2019-08-22	5.2549	5.97	-0.45
2019-08-23	5.2818	6.51	0.51
2019-08-27	5.1863	4.59	-1.81
2019-08-28	5.2525	5.92	1.28
2019-08-29	5.2827	6.53	0.57
2019-08-30	5.3405	7.7	1.09
2019-09-02	5.2992	6.86	-0.77
2019-09-03	5.223	5.33	-1.44
2019-09-04	5.2469	5.81	0.46
2019-09-05	5.285	6.58	0.73
2019-09-06	5.3084	7.05	0.44
2019-09-09	5.3259	7.4	0.33
2019-09-10	5.3053	6.99	-0.39
2019-09-11	5.3306	7.5	0.48
2019-09-12	5.3155	7.19	-0.28
2019-09-13	5.3473	7.83	0.6
2019-09-16	5.3499	7.89	0.05
2019-09-17	5.3066	7.01	-0.81
2019-09-18	5.2951	6.78	-0.22
2019-09-19	5.2923	6.73	-0.05
2019-09-20	5.2653	6.18	-0.51
2019-09-23	5.2624	6.12	-0.06
2019-09-24	5.2799	6.48	0.33
2019-09-25	5.2812	6.5	0.02
2019-09-26	5.2812	6.5	0
2019-09-27	5.2296	5.46	-0.98
2019-09-30	5.2024	4.91	-0.52
2019-10-01	5.1761	4.38	-0.51
2019-10-02	5.0899	2.64	-1.67
2019-10-03	5.0464	1.77	-0.85
2019-10-04	5.1522	3.9	2.1
2019-10-07	5.1374	3.6	-0.29
2019-10-08	5.1864	4.59	0.95
2019-10-09	5.136	3.57	-0.97
2019-10-10	5.1916	4.69	1.08
2019-10-11	5.248	5.83	1.09
2019-10-14	5.2704	6.28	0.43
2019-10-15	5.2405	5.68	-0.57
2019-10-16	5.2902	6.68	0.95
2019-10-17	5.3002	6.88	0.19
2019-10-18	5.2699	6.27	-0.57
2019-10-21	5.2734	6.34	0.07
2019-10-22	5.3159	7.2	0.81
2019-10-23	5.3014	6.91	-0.27
2019-10-24	5.3127	7.14	0.21
2019-10-25	5.2936	6.75	-0.36
2019-10-28	5.309	7.06	0.29
2019-10-29	5.3385	7.66	0.56
2019-10-30	5.3575	8.04	0.36
2019-10-31	5.3288	7.46	-0.54
2019-11-04	5.383	8.55	1.02
2019-11-05	5.4873	10.66	1.94
2019-11-06	5.3603	8.1	-2.31
2019-11-07	5.392	8.74	0.59
2019-11-08	5.3873	8.64	-0.09
2019-11-11	5.3493	7.87	-0.71
2019-11-12	5.3537	7.96	0.08
2019-11-13	5.3104	7.09	-0.81
2019-11-14	5.3011	6.9	-0.18
2019-11-15	5.3009	6.9	-0
2019-11-18	5.2659	6.19	-0.66
2019-11-19	5.2861	6.6	0.38
2019-11-20	5.278	6.44	-0.15
2019-11-21	5.2268	5.4	-0.97
2019-11-22	5.2309	5.49	0.08
2019-11-25	5.195	4.76	-0.69
2019-11-26	5.1521	3.9	-0.83
2019-11-27	5.2369	5.61	1.65
2019-11-28	5.1911	4.68	-0.87
2019-11-29	5.1748	4.36	-0.31
2019-12-02	5.2671	6.22	1.78
2019-12-03	5.2521	5.91	-0.28
2019-12-04	5.2262	5.39	-0.49
2019-12-05	5.2096	5.06	-0.32
2019-12-06	5.217	5.21	0.14
2019-12-09	5.2021	4.91	-0.29
2019-12-10	5.173	4.32	-0.56
2019-12-11	5.2078	5.02	0.67
2019-12-12	5.1775	4.41	-0.58
2019-12-13	5.2675	6.23	1.74
2019-12-16	5.1508	3.87	-2.22
2019-12-17	5.1702	4.26	0.38
2019-12-18	5.1718	4.3	0.03
2019-12-19	5.1179	3.21	-1.04
2019-12-20	5.198	4.82	1.57
2019-12-23	5.2639	6.15	1.27
2019-12-26	5.2426	5.72	-0.4
2019-12-27	5.2235	5.34	-0.36
2020-01-02	5.1745	-0.94	-0.94
2020-01-03	5.2394	0.3	1.25
2020-01-06	5.2108	-0.24	-0.55
2020-01-07	5.239	0.3	0.54
2020-01-08	5.1691	-1.04	-1.33
2020-01-09	5.2099	-0.26	0.79
2020-01-10	5.1957	-0.53	-0.27
2020-01-14	5.2063	-0.33	0.2
2020-01-15	5.12	-1.98	-1.66
2020-01-16	5.1125	-2.13	-0.15
2020-01-17	5.1587	-1.24	0.9
2020-01-20	5.0446	-3.42	-2.21
2020-01-21	4.9871	-4.53	-1.14
2020-01-22	4.9882	-4.5	0.02
2020-01-23	5.0862	-2.63	1.96
2020-01-24	5.0908	-2.54	0.09
2020-01-27	5.0665	-3.01	-0.48
2020-01-28	4.9873	-4.52	-1.56
2020-01-29	4.983	-4.6	-0.09
2020-01-30	4.9365	-5.49	-0.93
2020-01-31	4.8083	-7.95	-2.6
2020-02-03	4.7654	-8.77	-0.89
2020-02-04	4.8248	-7.63	1.25
2020-02-05	4.9084	-6.03	1.73
2020-02-06	5.0105	-4.08	2.08
2020-02-07	5.0108	-4.07	0.01
2020-02-10	4.9597	-5.05	-1.02
2020-02-11	4.965	-4.95	0.11
2020-02-12	4.9279	-5.66	-0.75
2020-02-13	4.9411	-5.41	0.27
2020-02-14	4.8607	-6.95	-1.63
2020-02-17	4.8901	-6.38	0.6
2020-02-18	4.8873	-6.44	-0.06
2020-02-19	4.9364	-5.5	1
2020-02-20	4.9468	-5.3	0.21
2020-02-21	4.9178	-5.85	-0.59
2020-02-24	4.7961	-8.18	-2.47
2020-02-26	4.6112	-11.72	-3.86
2020-02-27	4.6492	-10.99	0.82
2020-02-28	4.5302	-13.27	-2.56
2020-03-02	4.5039	-13.78	-0.58
2020-03-03	4.5369	-13.14	0.73
2020-03-04	4.5876	-12.17	1.12
2020-03-05	4.5991	-11.95	0.25
2020-03-06	4.5231	-13.41	-1.65
2020-03-09	4.2205	-19.2	-6.69
2020-03-10	4.2268	-19.08	0.15
2020-03-11	4.2498	-18.64	0.54
2020-03-12	3.8405	-26.48	-9.63
2020-03-13	3.878	-25.76	0.98
2020-03-16	3.5814	-31.44	-7.65
2020-03-19	3.1304	-40.07	-12.59
2020-03-20	3.2317	-38.13	3.24
2020-03-23	3.2084	-38.58	-0.72
2020-03-24	3.2276	-38.21	0.6
2020-03-25	3.3926	-35.05	5.11
2020-03-26	3.6335	-30.44	7.1
2020-03-27	3.5464	-32.11	-2.4
2020-03-30	3.4588	-33.78	-2.47
2020-03-31	3.5854	-31.36	3.66
2020-04-01	3.6422	-30.27	1.58
2020-04-02	3.599	-31.1	-1.19
2020-04-03	3.6019	-31.04	0.08
